product_name,brand_name,rating,review,sentiment,issue_category,urgency,reason
"Samsung Galaxy Note 4 N910C Unlocked Cellphone, International Version, 32GB, Black",Samsung,1,"It stated that this phone would be new, so I'm wondering why when I booted this phone up out of the box there were previously searches on Google for ""real madred vs osasuna highlights"", ""ariana grande mac miller"" and ""justin timberlake britney spears""? Also doesn't have the standard seals the Note 4 usually comes with. Only one end of the box was sealed, allowing it to be opened without breaking the seal.Is also overheating straight out of the box.Not officially rating it 1 star, since it could just be my misunderstanding, but just leaving that rating as a placeholder until I get some answers.",Negative,Product Quality,High,"Customer found pre-existing searches on the phone, missing standard seals, and overheating issues."
CNPGD All-in-1 Watch Cell Phone & Smart Watch Sync to Android IOS Smart Phone (Black Plus),CNPGD,4,It's great...,Positive,Others,Low,Customer expressed general satisfaction.
BLU Dash JR W D141w Unlocked GSM Dual-SIM Android Cell Phone - White,BLU,5,BUENO,Neutral,Others,Low,Review text is in Spanish and does not provide specific details about the product.
Apple iPhone 7 Plus Unlocked Phone 32 GB - US Version (Rose Gold),Apple,5,I was a bit scepticle about the phone being unlocked but I must say it is 400% unlocked. I don't live in an area with at&t n those kind of big time companies I live in the Caribbean with local phone companies and it works perfectly . I'm very very very happy with my purchase. Bought from seller raydes he is amazing,Positive,Seller Experience,Low,Customer praised seller Raydes and had a positive experience with their purchase.
"POSH MOBILE TITAN PRO HD ANDROID GSM UNLOCKED DUAL SIM 5.5"" HD SMARTPHONE EXTRA-large HD display, 13MP Camera and 8GB of Storage.(Model#: E550 BLACK)",Posh Mobile,5,"The phone is so small and light, smaller than a flip phone. The screen is so small, but I can still see and can use the keyboard on the screen. I use it only with Wi-fi (No mobile data) connection. Wi-fi connection works well. With phone stand-by and Wi-fi connection, battery lasts for more than 3 days. I put 32 GB micro SD card for more storage because the phone only has 4GB internal storage. As you can see the phone spec, it is slow comparing with recent models, but it works well. It is like non-smart phone with Android features. I still have to figure out how to connect this phone to PC so I can transfer the files without open up the back cover and take out the SD card. (I cannot find a driver works with 64bit OS). Overall, I really love the phone and the price is good for this phone.",Positive,Performance,Low,Customer praised the phone's performance despite being slow compared to recent models.
Nokia Lumia 822 GSM Verizon CDMA 4G LTE Windows Smartphone -Black,Nokia,5,"I like this Nokia Lumia 822. I have it with Net10 everything works. The MMS did not work for 2 weeks, contacted Net10 thru chat, the lady configure my phone but still did not work until I deleted all the info under MMS APN and leave it blank. Since then, everything works.",Positive,Network,Low,"Customer praised overall experience with the phone and network, but had a minor issue with MMS that was resolved."
Blackberry Q5 Black Unlocked,Unknown,2,The blackberry dpesnt dowload iheart radio or hangouts app or Facebook.only iphone and android support this .phone was brand new and a good price but overall useless seeong its not compatible with anything that most smartphones are .awesome dual screen really nice camera we) built quick shipping .came ontime...next day but returned it because of the fact it doesnt support apps .,Negative,Performance,High,"Customer experienced issues with app compatibility, making the phone unusable."
"CHSLING Cell Phones Unlocked 5.0"" Anroid 5.1 MTK6580 Quad Core ROM 4GB 5.0MP Camera GSM/3G Quadband Dual Sim Smartphones WIFI Bluetooth Black",Unknown,1,Only works for 2g,Negative,Network,High,"Only works for 2g, implying compatibility issues with modern networks."
"ALCATEL OneTouch Pixi 3 Global Unlocked 3G Smartphone, 4.5 Display, 5MP Camera (GSM - US Warranty)",Alcatel,5,Excelent,Positive,Others,Low,Customer praised 'Excelent'.
Apple iPhone 5 32GB Factory Unlocked GSM Cell Phone - Black (Certified Refurbished),Apple,1,It came broken. Battery is overheating. Home button doesn't work. It was a gift and it was sent far away so I can't return it anymore. Very disappointed!,Negative,Product Quality,High,"Customer received a broken product with multiple issues, including overheating battery and non-functional home button."
Apple iPhone 6 Plus 128GB Factory Unlocked GSM 4G LTE Cell Phone - Gold,Unknown,5,Love it,Positive,Others,Low,Customer praised the product.
BLU Studio XL Android Smartphone - GSM Unlocked - White,BLU,5,the wife loves it,Positive,Others,Low,Customer expressed general satisfaction.
BlackBerry Q5 Unlocked GSM 4G LTE - Pink no warranty,BlackBerry,4,this phone in pink is sooooo pretty! but it is easy to get some ash in the screen :(,Positive,Display,Low,Customer praised the phone's appearance but mentioned a minor issue with ash on the screen.
